text,aspect,classification_method
"빵,케잌종류도많아여ㅎ",Dessert/Bakery,keyword
빵이 맛나요,Dessert/Bakery,keyword
매장도 깔끔하고 직윈들이 친절해요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
클래식 코스에 있는 메뉴들 다 맛있었는데 특히 파인콘이랑 그라니따가 맛있었습니다.,"Vibe, Coffee/Drink",keyword
직원분들도 친절히 응대해주시고 코스마다 설명해주시는것도 좋았습니다.,"Service, Dessert/Bakery, Coffee/Drink",keyword
인스타 보고 멀리서 왔는데 정말 만족했고 기회 된다면 재방문 의사도 있습니다.,"Vibe, Service, Coffee/Drink, Price, Dessert/Bakery",keyword
커피가 가격도 좋고 맛도 훌륭합니다.,"Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
직원도 친절해요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
장인님이 베이커리 오픈 행사로 빵 모양 뭉게지지 않게 신경써서 챙겨주시고 커피도 저렴해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
구테로이테 지나가면서 보기만 했는데 드디어 맛보네요.,"Dessert/Bakery, Coffee/Drink",keyword
명장님의 소개로 빵을 구매하다니 영광이네요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
라떼가 진짜 고소해요,Coffee/Drink,keyword
아이랑 나들이 나왔는데 넘 맛있다고 좋아하네요~,Coffee/Drink,keyword
"커피향도 넘 좋고,  베이커리도 넘 부드렁뎌요~~^^",Coffee/Drink,keyword
빵종류도 다양하고 맛도 좋아 아이가 좋아했어요,"Dessert/Bakery, Coffee/Drink",keyword
자주올거같아요,"Dessert/Bakery, Coffee/Drink",keyword
커피 롱블랙 진해서 맛있구요,Coffee/Drink,keyword
빵도 맛있음,Dessert/Bakery,keyword
가격대는 있는편 ㅎ ㅎ,"Vibe, Coffee/Drink",keyword
매장이 크고 깔끔하고 커피가 맛있어요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가 맛있어서 다음에도 제과제빵과 함께 하는 이벤트 또 했으면 좋겠어요!,"Dessert/Bakery, Coffee/Drink",keyword
제빵사님께서 마늘빵 추천해 주셨어요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소가 맛있어요!,Vibe,keyword
조용하고 공간이 예쁘네요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
명장님 빵이 궁금해서 왔어요,"Dessert/Bakery, Coffee/Drink",keyword
분위기좋고빵이너무맛있어용,"Dessert/Bakery, Vibe",keyword
항상이용하는 커피빵맛집입니다,"Dessert/Bakery, Coffee/Drink",keyword
점심때 자주 방문하는곳인데 커피도 맛있고 디저트류도 맛있어요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
회사와 가까워서 자주 방문했네요,"Service, Dessert/Bakery, Coffee/Drink",keyword
진짜 커피 너무 맛있고 베이커리도 새로 오픈했는데 소금빵이 미쳤어요,"Dessert/Bakery, Coffee/Drink",keyword
빵 너무 맛있고 제과기능장님 너무 젠틀하시고 멋있어요!,"Dessert/Bakery, Coffee/Drink",keyword
이벤트 하는 거 보고 첫 방문이었는데 다들 친절하시고 빵도 커피도 맛있었어요,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피 맛있는 카페에서 빵 주시는 이벤트 해서 좋았어요,"Dessert/Bakery, Coffee/Drink",keyword
잘 먹었습니다!,Coffee/Drink,keyword
맛있는 빵과 커피 잘 먹었습니다!,"Dessert/Bakery, Coffee/Drink",keyword
특별한 메뉴가 있고 깔끔해서좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
와 커피 첨 먹어보는데 너무 조았다,Coffee/Drink,keyword
이천 쌀 스무디 먹었습니다~,Coffee/Drink,keyword
일 하려 카페 찾다 공간이 넓어 보여 들어왔어요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"자리마다 콘센트도 있고, 1-2인용 책상도 많이 구비되어있어 일하고 공부하기 좋을거같아요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소 메뉴들이 다양하게 많아요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
그라니따 먹었는데 레몬 샤베트에 에스프레소 조합이 넘나 맛있었어용!,"Vibe, Coffee/Drink",keyword
아인슈페너 또는 그라니따 생각 나면 오는 곳,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
알려주신 순서대로 먹었는데 넘 맛있어요.,Coffee/Drink,keyword
그라니따 취저에요^^,Coffee/Drink,keyword
커피 바답게 원두밸런스가 좋음.,"Dessert/Bakery, Coffee/Drink",keyword
"적당한 산미와 고소함, 롱블랙 추천.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
베이커리 한 입과 여유를 느낄 수 있다.,"Vibe, Coffee/Drink",keyword
평일이어서 공간의 매력을 즐길 수 있으며 주말에 무조건 풀일듯!,"Vibe, Coffee/Drink",keyword
"커피 맛도리
직원분들도 엄청 친절합니당","Service, Dessert/Bakery, Coffee/Drink",keyword
항상 맛있는 커피 좋아욤,Coffee/Drink,keyword
추천하고 싶어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
매장이 넓고 쾌적해요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
넓고 깨끗하고 조용해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
직원분도 친절하고 일단 커피 맛 장난없어요,"Service, Dessert/Bakery, Coffee/Drink",keyword
추천 드립니다,Vibe,keyword
음료가 맛있고 장소가 편안해요,"Dessert/Bakery, Coffee/Drink",keyword
👍 가게 전체에서 틀어주신 음악도 잔잔해서 카페에 있는 동안 완전 충전했어요!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
지나가다 발견해 들어왔는데 새로운 메뉴가 잔뜩 보여서 주문해버렸습니다:) 내부도 개방감 있고 좋아요~,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
요 베리 메뉴는 크리스마스 느낌도 나구 대추천입니당,Coffee/Drink,keyword
인스타용 사진 강추용 넓어서 쾌적해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"지나다 궁금해서 들어왔는데 
신기한 이천 쌀 스무디 ㅋㅋ
아침 햇살 맛 나여","Dessert/Bakery, Coffee/Drink",keyword
클래식 딥 쇼콜라는 클래식한 맛이고 안달아서 좋네용 :),"Dessert/Bakery, Coffee/Drink",keyword
여러 인원이 가도 좋고 너무 북적이지 않고 테이블간 공간도 어느정도 거리가 있어서 더 좋았어요!,"Vibe, Coffee/Drink",keyword
커피도 진짜 맛있습니다,Coffee/Drink,keyword
그라니따 계속 생각나서 또 왔어요,"Dessert/Bakery, Coffee/Drink",keyword
커피 디저트 다 맛있어요,"Dessert/Bakery, Coffee/Drink",keyword
자리도 쾌적하고 음료도 맛이 좋습니다!,"Dessert/Bakery, Coffee/Drink",keyword
"커피가 맛있어서 또 욌어요 
맛있는 에스프레소도 좋고
롱블랟 맛있습니다","Vibe, Coffee/Drink",keyword
보통 에스프레소바는 좁은데 여기는 넓어서 좋아요~!,"Dessert/Bakery, Vibe",keyword
커피도 너무 맛있습니다!,Coffee/Drink,keyword
다음에 또와서 다른종류도 먹어보고 싶어요,"Dessert/Bakery, Coffee/Drink",keyword
인테리어가 특이하고 모던하고 힙해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
그리고 커피가 매우 맛있습니다~,Coffee/Drink,keyword
음료가 맛있고 인테리어가 좋아요.,"Vibe, Coffee/Drink",keyword
성수에 있는 카페치고 아주 넓고 청결합니다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
무엇보다도 커피가 맛있어요!,Coffee/Drink,keyword
역에서 가깝기때문에 접근성도 좋아요!!,Position,keyword
다음엔 디저트도 먹어보고싶네요~~!,"Dessert/Bakery, Coffee/Drink",keyword
성수카페로 추천합니다!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
주문 받아주신 직원분이 너무 친절하시구 에스프레소 정말 맛있어요!!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
맛에 비해 가격도 합리적이에요...,Price,keyword
이 맛에 이 가격...??,Price,keyword
했습니다,"Dessert/Bakery, Coffee/Drink",keyword
에스프레소가 깔끔하고 커피향이 좋아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
나른한 오후 당충전에 제격인 디저트도 다양하네요~~,"Dessert/Bakery, Coffee/Drink",keyword
공간이 넓어서 소음도 적고 대화하기 좋네요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피&케이크 & 시그니처 맛집,"Dessert/Bakery, Coffee/Drink",keyword
"그전부터 오고 싶었는데  오늘은 시간이 있어서
공주님하고 데이트","Dessert/Bakery, Coffee/Drink, Vibe",keyword
롱블랙에 2천원 추가해서 산미있는 ☕️💓,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
공주님은 오레오 우유케이크 -부드러운 맛,Dessert/Bakery,keyword
우선 카페가 크고 넓어서 좋았어요!,"Service, Vibe, Coffee/Drink",keyword
의자도 편하고 커피도 진짜 찐하고 맛있어요!!,Coffee/Drink,keyword
"깔끔하고 감각적인 인테리어와 제대로 만든 에스프레소~
다음에는 베이커리도 먹어볼래요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 너무 맛있어요~!,Coffee/Drink,keyword
넓고 조명 밝아서 사진찍기 좋아요~!,Vibe,keyword
사람이 많아서 들어와봤는데 커피도 맛있구 조명이 노래서 예뻐요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
친구들이랑 방문했는데 너무 좋았었어요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
직원분도 친절하고 커피 향 좋고 맛있네용,"Service, Dessert/Bakery, Coffee/Drink",keyword
"☺️
커피도 가성비 너무 맛있는데요!??","Vibe, Coffee/Drink, Price",keyword
케이크도 맛잇엇어요,Dessert/Bakery,keyword
말차어쩌고 케이크!,"Dessert/Bakery, Coffee/Drink",keyword
새로운 커피였어용,Coffee/Drink,keyword
맛있게 잘 먹었습니당,Coffee/Drink,keyword
카페가 크고 조용해서 작업하기도 좋을 거 같고 분위기도 좋아요!!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가격도 가성비 있어서 성수에서 카페 찾으시는 분들 여기로 오세요..!!!,"Vibe, Service, Coffee/Drink, Price, Dessert/Bakery",keyword
케이크 종류도 많아서 빵순이 친구들이 좋아합니당,"Dessert/Bakery, Vibe",keyword
에쏘는 역시 구테로이테!!,Coffee/Drink,keyword
오늘도 만족하고 갑니다 :),"Dessert/Bakery, Coffee/Drink, Price",keyword
커피 맛있구 사람도 얼마 없어서 좋았어요 ㅎㅎ!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
공간도 넓고 콘센트도 많습니다!!,Vibe,keyword
구테로이테 커피는 항상 맛있어요!!!,Coffee/Drink,keyword
케이크와 플랫화이트 모두 이쁘게 담겨 나왔어요 !,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
감사히잘먹겠습니다 !,Coffee/Drink,keyword
집 근처에 있어서 자주 오는데 커피도 맛있고 저렴한 가격으로 질좋은 커피를 마실 수 있어서 너무 좋아요!!,"Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
저 베리어쩌고 진짜 맛도리… 꼭 드시길 베리 살살 녹는 동결베리같고 안이 살얼음있는 진한 커피임 .,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피도 맛있고 시식으로 갓구운 빵이랑 쿠키도 주시고 넘 맛있어요,"Dessert/Bakery, Coffee/Drink",keyword
여기 진짜 맛있어서 항상 오는곳이에요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소 먹을거면 꼭 여기오세요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
감자탕 먹고 와서 시그니처인 구테로이테 완샷하면 입가심으로 정말 딱이예요,"Dessert/Bakery, Coffee/Drink",keyword
진짜 애정하는 곳이예요♡,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
가성비 퀄리티 최고요♡,Price,keyword
커피 너무 맛있구 커서 죠앙용,"Service, Coffee/Drink",keyword
우연히 들어 왔는데 너무맛있는 커피와 디저트 분위기가  좋아요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
가격 좋고 커피도 좋습니다 ~~~,"Coffee/Drink, Price",keyword
처음으로 방문했는데 커피 맛있고 분위기도 좋아요!!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"분위기가 쾌적하고 좋아요:)
요즘 느낌의 힙한 매장입니다~~~","Dessert/Bakery, Coffee/Drink, Vibe",keyword
밤케이크가 맛있어요,Dessert/Bakery,keyword
커피가 맛있고 인테리어가 멋있어요,"Vibe, Coffee/Drink",keyword
레몬소르베와 진한 에스프레소의 만남!,Vibe,keyword
기분전환하고 싶을때 추천해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
사무실 근처라 자주가는데 커피 맛있어요^^,Coffee/Drink,keyword
종종 작업하러 옵니다.,"Service, Dessert/Bakery, Coffee/Drink",keyword
콘센트가 있어서 좋어요.,"Vibe, Coffee/Drink",keyword
노래가 너무 크지않아,"Service, Vibe",keyword
이아기하기 좋습니다!,"Dessert/Bakery, Coffee/Drink",keyword
유자 버블브루와 스톤 슈페너 주문했습니다,"Service, Dessert/Bakery, Coffee/Drink",keyword
양도 적당하고 굉장히 맛있었어요!,"Dessert/Bakery, Coffee/Drink",keyword
구테로이테 에스프레소 먹으러 찾아다녔는데 성수점은 처음이예요,"Vibe, Coffee/Drink",keyword
인테리어가 너무 멋지네요,Vibe,keyword
신랑도 너무 맛있다고 감탄 하네요,"Dessert/Bakery, Coffee/Drink",keyword
자주 와야겠어요^^,"Dessert/Bakery, Coffee/Drink",keyword
그냥 지나가다 들렀는데 너무 만족했어요!!,"Dessert/Bakery, Coffee/Drink, Price",keyword
오미자 아메리카노 궁금해서 도전해봤는데 상콤한 아메리카노라 제 입맛에 너무 맞았어요,"Dessert/Bakery, Coffee/Drink",keyword
"분위기좋구
좌석 여유롭구
무엇보다 커피가 맛있습니다.","Vibe, Coffee/Drink",keyword
구테로이테 깔끔한 내부와 맛있는커피가 조화롭네요,"Dessert/Bakery, Coffee/Drink",keyword
카페 저렴하고 부드럽고 좋아요,Coffee/Drink,keyword
넓고 깨끗해서 애용해야겠어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"구테로이테 커피 맛있는건 이미 유명하고 ㅎㅎ
항상 모든지점이 인테리어힙하고 분위기좋아서 자주들러요~제 최애 카페입니다 ㅎㅎ","Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가 너무 예쁘고 맛있어요ㅎㅎ,"Vibe, Coffee/Drink",keyword
매장이 쾌적해서 대화하기 좋았어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가 너무 맛있는 구테로이테~!,Coffee/Drink,keyword
커피 향이 카페에 가득해서 좋아요!,"Dessert/Bakery, Coffee/Drink",keyword
말이 필요없는 커피 맛집!,Coffee/Drink,keyword
통창뷰라 자연자연함을 느낄 수 있어 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
맛도 분위기도 좋아요:) 메뉴설명도 친절하게 해주셨어요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피랑 케익도 맛있고 넓직하니 너무좋아요,"Dessert/Bakery, Coffee/Drink",keyword
여기가 여러분이 찾으시는 분좋카입니다,Service,keyword
디파인 서울때문에 찾은 까페인데 공간도 좋고 커피값도 혜자고 맛도 있네요!,"Service, Vibe, Coffee/Drink, Price",keyword
"친구 추천으로 온 건데, 분위기도 너무 좋고 특별한 시그니처 메뉴들이 많아서 좋아요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
무신사 대림창고 갔다가 여기 와서 커피 먹으면 좋을 것 같아요ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
애플망고 그린 에이드 완전 맛있으니까 꼭 드셔보세요ㅠㅠㅠ,Coffee/Drink,keyword
"커피가 맛있고
에스프레소 메뉴 강추예요","Vibe, Coffee/Drink",keyword
커피빈 답게 커피가 맛있네요~,Coffee/Drink,keyword
케이크 종류도 많아서 좋아요♡,Dessert/Bakery,keyword
음료도 커피도 맛있었어요~!,Coffee/Drink,keyword
커피는 레몬에이드에 에스프레소 섞은 맛이었는데 엄~청 새콤하고 오묘했어여ㅋㅋㅋ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
사진은 없는데 지인이 라떼 추가로 시켜서 먹은거 엄청 부드럽고 👍👍👍,"Vibe, Coffee/Drink",keyword
"성수에서 가성비 좋고 맛있는 음료, 다양한 메뉴를 드시고 싶다면 추천입니다!","Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
시그니처음료인 구테로이테 맛있고 상큼한 그라니따도 좋아요!,"Dessert/Bakery, Coffee/Drink",keyword
지나가다가 들어왔는데 커피도 맛있고 분위기도 좋고 넓어요!,"Vibe, Coffee/Drink",keyword
성수다니면서 처음왔는데 케잌 너무 맛있어서 강추드립니다,"Dessert/Bakery, Coffee/Drink",keyword
메뉴설명도 친절하게.,"Service, Dessert/Bakery, Coffee/Drink",keyword
해주시고 메뉴도 다양하고 맛있어요,"Dessert/Bakery, Coffee/Drink",keyword
분위기 좋고 커피랑 음료 넘 맛있어요!,"Vibe, Coffee/Drink",keyword
그냥 걷다가 발견해서 들어왔는데 만족스럽네요:),"Dessert/Bakery, Coffee/Drink, Price",keyword
담에 성수오면 또 올게요!,"Dessert/Bakery, Coffee/Drink",keyword
매장이 생각보다 넓고 깔끔해요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
에스프레소도 맛있고 매장 분위기도 좋아요!,Vibe,keyword
커피맛 좋아요~,Coffee/Drink,keyword
"분위기도 좋고, 음악 볼륨도 적당하니
대화에 방해되지않고.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
그렇다고 음악이 너무 안들리지도 않아서 좋아요~,Vibe,keyword
디파인서울 땜에 왔다가 방문 했는데 특별한 메뉴로 시켜봤는데 맛도 좋소 분위기도 좋아요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
항상 믿고 오는 구테로이테잊니다!,"Dessert/Bakery, Coffee/Drink",keyword
커피 맛도 다양하고 분위기도 좋아서 즐기다가 가요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피랑 케잌 모두 다 맛있습니다 !,Coffee/Drink,keyword
분위기도 완전 좋아요,Vibe,keyword
구테로이케가 성수에도 있다니..!,"Vibe, Coffee/Drink",keyword
에스프레소 먹고 싶어서 찾아온 곳 처음 방문했는데 가격도 착하고 맛도 좋네요,"Vibe, Service, Coffee/Drink, Price, Dessert/Bakery",keyword
작업하기도 좋고 대화하러 오기도 좋은 거 같아요,"Service, Dessert/Bakery, Coffee/Drink",keyword
"성수 놀러와서 우연히 들어온 카페인데, 에소프레소를 따로 메뉴로 파는 곳이라 다른 커피도 맛있었어요! ㅎㅎ","Dessert/Bakery, Coffee/Drink, Vibe",keyword
할로윈이라 생긴 음료도 처음 먹어보는 신기한 맛이였습니다!,"Dessert/Bakery, Coffee/Drink",keyword
먹고 깜짝놀랬어요!,Coffee/Drink,keyword
할로윈 그라니따 너무 이쁘고 맛있어요,Vibe,keyword
캐모마일 리치 펀치 너무 추천합니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다른 것들도 독특하고 색다른데 맛잇아요!!,"Dessert/Bakery, Coffee/Drink",keyword
강남에서 먹었을 때 맛잇어서 이번엔 성수로 방문합니다!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기 좋고 음악도 좋아요.,Vibe,keyword
인테리어가 예쁘고 커피도 맛밌어요.,"Vibe, Coffee/Drink",keyword
꼭 와보시길 추천합니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
몇 번째 재방문인지 모르겠는 성수 커피맛집,"Service, Coffee/Drink",keyword
커피 고소하고 진하고 깔끔한데 향도 너무 좋아요,"Dessert/Bakery, Coffee/Drink",keyword
직원분들도 항상 친절하시고 분위기도 좋고 진짜 깨끗해서 빛이 나는 카페랄까요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수 오시면 꼭 여기 오세요,"Dessert/Bakery, Coffee/Drink",keyword
성수동에서 가성비 좋은 맛있는 커피를 마실수 있는곳 구테로이테입니다.,"Vibe, Coffee/Drink, Price",keyword
"커피맛도 좋고, 인테리어도 멋지고, 매장도 넓어서 편하게 대화하기 좋았어요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수동 오면 또 들리고 싶은 카페입니다.,"Dessert/Bakery, Coffee/Drink",keyword
매장 넓고 인테리어가 깔끔해서 좋아요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
고소하면서 초콜릿 맛이 살짝나는 커피 맛이 좋아요~~,Coffee/Drink,keyword
매장 밖에서 보는 모습이 너무 분위기 좋아서 스르륵 들어오게되었어요 !,Vibe,keyword
인테리어가 진짜 너무 좋더라구요 ~,Vibe,keyword
"커피도 저렴하고, 분위기때문에 가격이 비쌀까 걱정했는데 저렴하네요 !!","Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"분위기 좋고, 가격도 착하고 ♡","Vibe, Price",keyword
케이크 종류가 진짜많아요!,Dessert/Bakery,keyword
말차 갸또 케이크 진하고 달달하니 맛있었고 자리도 많고 매장도 예쁘고 엄청 세련됬어요.,"Dessert/Bakery, Vibe",keyword
커피맛이 깔끔하고 고급진 진한맛이라 다음에도 맛있는 커피 먹고싶을 때 또 방문할 것 같아요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피가 너무 맛있고 분위기가 좋아요,"Vibe, Coffee/Drink",keyword
성수팝업 기다리면서 들어왔는데 분위기있고.,"Service, Vibe, Coffee/Drink",keyword
무엇보다도 커피가 맛있고 저렴해요!,Coffee/Drink,keyword
성수에 이 가격이라니 최고👍,Price,keyword
그라니따 마시러 종종 갑니다 ㅎ,Coffee/Drink,keyword
분위기도 좋고 친절하고 맛있어요:),"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수 들렸다가 이뻐보여서 들어왔는데 에스프레소를 처음 먹어봤는데 쓰지도 않고 너무 맛있었어요!!,"Vibe, Coffee/Drink",keyword
성수 놀러왔다가 인테리어가 특이해서 왔는데 음료도 색다르게 맛있고 포토존이 있어서 좋아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"수정과 콜드브루, 오미자 아메리카노 등 모두 생소한 커피지만 한번 마시면 빠져나올수 없는 그 맛!!","Dessert/Bakery, Coffee/Drink",keyword
성수동 커피맛집 인정입니다,Coffee/Drink,keyword
에스프레소가 특히 너무 맛있어요!,Vibe,keyword
분위기도 좋고 또 올거같아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
맛도 좋고 종류도 다양해서 종종 들르는 구테로이테.,"Dessert/Bakery, Coffee/Drink",keyword
넛슈페너는 고소한 견과류와 커피의 조화가 좋습니다.,"Dessert/Bakery, Coffee/Drink",keyword
공간도 적당히 힙스럽고 차분해서 좋습니다.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피가 아주 진합니다..,Coffee/Drink,keyword
사약 먹는 맛이네요ㅠㅠ,Coffee/Drink,keyword
넘나 써요,Coffee/Drink,keyword
성수점 처음 와봤는데 매장 깔끔하고 커피 맛있어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
매장이 독특하고 느낌이 있어요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
다양한 종류의 에스프레소가 있어서 고르는 재미가 있어요~,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
색다른 맛의 에스프레소와 다른 카페에 없는 메뉴들도 있어 만족스러워요!,"Vibe, Coffee/Drink, Price",keyword
오레오우유 케이크도 많이 달지 않고 맛있었답니다,Dessert/Bakery,keyword
에스프레소 맛집~케익 맛집이에용!,Vibe,keyword
커피종류도 정말 다양하고 분위기도 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
추천추천🤗🧡,Vibe,keyword
우연히 들어간 카페인데 너무 맘에 들어요,Coffee/Drink,keyword
"💗
분위기도 좋고 조용해서 차분히 대화 나누거나 작업학 딱인 것같아요!","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피도 너무 맛있고 고소하고요~!~,Coffee/Drink,keyword
가격도 괜찮고 맛있어요,Price,keyword
분위기도 짱,Vibe,keyword
부드럽게 목넘김이 좋은 에스프레소였어요,Vibe,keyword
우연하게 맛난 에스프레소 만나게 되어 넘 좋았어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
파인콘 레몬슈가 상큼해요,Coffee/Drink,keyword
또 오고 싶어요!,"Dessert/Bakery, Coffee/Drink",keyword
성수에 처음 놀러왔는데 생겨서 들렸어요!,"Dessert/Bakery, Coffee/Drink",keyword
너무 맛있게 먹었어요.,Coffee/Drink,keyword
성수 최애 카페입니다,Coffee/Drink,keyword
또오겠습니다,"Dessert/Bakery, Coffee/Drink",keyword
ㅎㅎ분위기짱,Vibe,keyword
커피에 진심인것 같아서 들어왓는데 분위기가 좋아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
구테 넛 슈페너는 페로로 로쉐 쏘쏘,Vibe,keyword
에스프레소가 진하면서 부드러워요,Vibe,keyword
케이크랑 커피가 맛있고 인테리어가 예뻐욤,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
매장 인테리어가 예뻐서 사진이 잘나와용,"Vibe, Coffee/Drink",keyword
다른 지점은 많이 가봤고 성수는 처음인데 조용한 분위기에서 커피한잔 힐링이라 자주 와야겠어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
플랫화이트와 콘파냐 언제나처럼 맛있게 즐겼네요,Dessert/Bakery,keyword
음료가 정말 맛있었어여!,Coffee/Drink,keyword
분위기도 괜찮고 넘 만족했습니다!,"Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
사람이 많지 않은 커피맛집,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
맛있고 분위기 좋아요,Vibe,keyword
"케이크 종류도 많고, 커피 특히 맛있습니다!!!!","Dessert/Bakery, Coffee/Drink",keyword
깔끔하고 밝은 분위기에 친절한 직원분들까지!!!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
아아 가격도 넘 착하고 향도 좋고 맛있어요!,Price,keyword
인테리어가 깔끔하고 음료도 맛있어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
카공도 좋구 이야기하러 와도 좋을 것 같아요!!,"Dessert/Bakery, Coffee/Drink",keyword
완전 추천✨💫,Vibe,keyword
커피 베리뱅 콘판나 먹었는데 정말 맛있었습니다.,Coffee/Drink,keyword
분위기도 좋고 인테리어도 덤 예뻐요!,Vibe,keyword
일하시는 분들도 너무 친절하시고 좋습니다,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피로 유명해서 들러봤는데 분위기도 좋고 직원분들도 친절해요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
독특한 오미자 아메리카노 ~~추운날씨에 먹기좋아요~~,"Dessert/Bakery, Coffee/Drink",keyword
분위기깔끔하고 편합니다,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
인테리어가 멋있고 직원들 너무 친절하시고 좋아요,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
성수 커피맛집 추천!,"Vibe, Coffee/Drink",keyword
"작원분이 정말 친절하고, 특별한 커피를 즐기기에 제격입니다 .","Service, Dessert/Bakery, Coffee/Drink",keyword
"분위기도
깔끔하고 좋아요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
회사근처 카페,Coffee/Drink,keyword
너무 마싯쩌영 케이크 달다구리 음료수 굳굳,Dessert/Bakery,keyword
구테로이테 평소에도 좋아하는데 성수점은 처음와봤어요.,"Dessert/Bakery, Coffee/Drink",keyword
에스프레소 진하고 부드럽고 맛있습니다.,Vibe,keyword
